proposal_id	surface_forms	corpus_frequency	intended_ontology	recommendation	preferred_label	definition	definition_sources	direct_parent_ids	part_of_ids	other_axioms	evidence_status	current_ontology_status	counterexample_or_caveat	curator_decision	curator_notes
NOISE:coral_substrate	coral	14	NONE	reject_as_noise						Reject corpus occurrences in coral-rock, coral-limestone, and fossil-coral habitat descriptions; retain any future explicitly chromatic coral-coloured construction for separate colour evidence.	full_corpus_concordance_checked	The inspected Saudi uses describe geological substrate rather than plant colour.	Coral is also a conventional colour name in other contexts, so this is a construction-specific rejection rather than a global lexical ban.		
MAP-CAND:whorled_arrangement	whorls	14	PATO	map_existing	whorled		EVID:PLANTNET_VZ	PATO:0001951		Normalize bearer-bound arrangements in one or more rings around an axis to PATO:0001951; keep the noun phrase and identified organ count in the phenotype assertion.	existing_definition_and_corpus_sense_checked	PATO:0001951 already represents the whorled arrangement quality and PlantNET defines a whorl as a ring of organs at one axis level.	A whorl is the group of organs while whorled is the arrangement quality; this lexical mapping must not erase the bearer or turn every ring-shaped object into a whorl.		
SURFACE-CAND:botanical_wings	wing|wings	15	PO	sense_split	botanical wing structures		EVID:PLANTNET_VZ			Resolve Fabaceae wing petals to their PO entity and fruit, seed, stem, petiole, or rachis flanges to the applicable organ part; use the PATO winged quality only when homology is unspecified.	distinct_homologies_and_corpus_senses_verified	PlantNET explicitly separates wing-petal and flange senses; PO already has wing petal, while the generic surface form does not determine which structure is present.	Collapsing all wings into one PO class would conflate non-homologous structures. The singular corpus use is also syntactically ambiguous.		
FLOPO-PATTERN:comparative_morphology	darker|larger|smaller|wider|largest|longer|flatter|narrowed|narrower|smallest|stouter|thickish|thinner	65	FLOPO	modeling_pattern	contextual comparative morphology phenotype	A phenotype assertion that compares a specified morphological attribute of a plant structure with an explicit or discourse-supplied reference.				Bind the PO bearer, PATO attribute, direction, and comparison target; retain modifiers such as -ish as uncertainty and do not coerce superlatives into absolute qualities.	full_corpus_concordance_checked	The isolated forms omit at least the attribute or reference required by PATO's increased/decreased values; several are local comparisons among organ parts.	Darker may concern colour lightness rather than saturation, wider is usually numeric or relational, and narrowed can describe shape change rather than decreased width.		
FLOPO-PATTERN:tuft_entity_context	tuft|tufts	13	FLOPO	sense_split	contextual tuft phenotype			PATO:0001629|FLOPO-CAND:caespitose_growth		Use the caespitose whole-plant proposal only for basal shoot clumps; otherwise bind the repeated entity and represent its clustered arrangement; never normalize the generic noun to PO:0020061 coma unless it is specifically a seed-micropyle trichome tuft.	full_corpus_concordance_checked	Saudi uses include tufts of hairs, anthers, or appendages as well as whole-plant clumping, so the noun is not an exact synonym of caespitose or of the seed-specific PO coma.	A tuft is a cluster configuration whose members and bearer must be stated; it is not itself a bearer-independent quality.		
PO-CAND:tree_crown	crown	11	PO	revise_and_sense_split	tree crown	The above-ground portion of a tree shoot system comprising the branches and foliage above the lowest principal branch.	EVID:FLORA_AUSTRALIA_TERMS	PO:0009006		Promote the current NARROW synonym tree crown on shoot system to an explicit subclass; map crown only when the tree architecture sense is established.	definition_and_synonym_status_supported	PO:0009006 has tree crown as a NARROW synonym but no corresponding subclass.	Corpus uses also describe floral crowns, open crown shapes, shoot branching sites, and host locations; those senses must not map to the tree-crown entity.		
MAP-CAND:plant_teeth	teeth	11	PO	sense_split	plant organ teeth			PO:0025515|PO:0025518		Use PO:0025518 for angular projections on a leaf margin and PO:0025515 for a phyllome-lamina tooth; keep non-laminar stem or fruit projections as separate shape/entity descriptions.	existing_definitions_and_corpus_senses_checked	PO already defines phyllome and leaf lamina teeth, including the plural exact synonym for leaf lamina teeth.	The corpus also calls succulent stem projections teeth. A surface-only mapping to leaf anatomy would therefore be wrong.		
FLOPO-PATTERN:developmental_change	aging|dying|developing|enlarging	19	FLOPO	modeling_pattern	contextual plant developmental change phenotype	A phenotype assertion that relates a specified plant structure or whole plant to a developmental stage or directional change over time.				Bind the bearer and stage or process; map enlarging to increased size only when the changing attribute is size and retain senescence, death, and development as processes or stages rather than static atomic qualities.	full_corpus_concordance_checked	These participles occur in temporal descriptions of flowers, fruits, leaves, or plants and do not identify a complete quality by themselves.	Colour changes while aging and organ death require the changed attribute and time relation; treating aging itself as a quality would lose that structure.		
PATO-CAND:nodding	nodding	10	PATO	revise_proposal	nodding	A shape and orientation quality inhering in a bearer by virtue of its distal portion being curved or bent downward from a more upright supporting axis.	EVID:UPOV_TGP14	PATO:0002165		First revise the malformed definition of PATO:0002165 drooping, then consider nodding as its distal-portion subtype; do not equate it with PATO:0104035 pendent, which describes a more fully downward-hanging orientation.	partial_definition_support_boundary_requires_review	PATO:0002165 currently says only 'To bent or hang downwards'; UPOV operationally distinguishes drooping and pendent but does not itself define nodding.	The cited source supports the parent contrast, not the complete nodding differentia. This row is deliberately not an accept proposal until a botanical glossary definition is pinned.		
PATO-CAND:persistent_organ	persistent	9	PATO	revise_existing	persistent	A disposition inhering in a plant structure by virtue of the structure remaining attached to its bearer beyond the developmental stage at which structures of that type ordinarily detach.	EVID:PLANTNET_P|EVID:FLORA_AUSTRALIA_TERMS	PATO:0001729		Revise PATO:0001732, whose current label and definition incorrectly require a plant to shed no body part, into a generic persistent-organ counterpart of PATO:0001730; preserve evergreen plant separately as PATO:0001733.	definition_and_existing_model_problem_verified	PATO has generic deciduous, deciduous plant, non-deciduous any body part, and evergreen plant, but no correctly defined generic persistent organ quality.	Persistence is relative to organ type and developmental stage: persistent sepals do not imply an evergreen plant or a plant that sheds no parts.		
MAP-CAND:plant_sap	sap	9	PO	map_existing	plant sap			PO:0025538		Normalize aqueous transported plant sap to PO:0025538; retain resin, gum, latex, and generic exudate as distinct substances.	existing_definition_and_corpus_sense_checked	PO:0025538 is current and explicitly warns that plant sap is not latex, resin, or cytoplasm.	Flora prose can use sap loosely for exudates; nearby descriptors such as milky do not prove that the substance satisfies PO's transport definition.		
FLOPO-PATTERN:spicy_odor	spicy	9	FLOPO	contextual_composition	spicy-scent description	A botanical odor description in which an odor is characterized by resemblance to familiar pungent spices.				Map the presence of odor to PATO:0001331 and retain spicy as an unresolved odor-character modifier until a controlled odor vocabulary supplies an operational prototype.	full_corpus_concordance_checked	The Saudi uses concern scent rather than taste; pinned PATO has odorous but no defined spicy-odor value.	Spicy is prototype-based and culture-dependent, and it must not be inferred as a taste, chemical composition, pleasantness, or odor intensity.		
FLOPO-PATTERN:aquatic_position	aquatic|submerged|floating	16	FLOPO	contextual_composition	aquatic whole-plant phenotype	A whole-plant ecological phenotype in which the plant grows in water, with its relevant structures submerged below or floating at the water surface as explicitly stated.	EVID:FLORA_AUSTRALIA_TERMS	FLOPO:0900043		Represent aquatic ecology separately from the relational positions submerged and floating; bind the water body and the plant structure whose position is described.	definition_and_corpus_senses_supported	Released FLOPO has a whole-plant ecology branch but no reviewed atomic PATO quality that captures the organism-water relation.	Aquatic does not entail that every plant part is submerged, and floating can describe detached organs or buoyancy rather than a whole-plant life form.		
PATO-CAND:clasping	clasping	8	PATO	accept_proposal	clasping	A relational positional quality inhering in a plant structure by virtue of the structure at least partially enclosing an axis to which it is attached.	EVID:NYBG_CLASPING|EVID:PLANTNET_C	PATO:0000140		Add amplexicaul only as a narrow synonym for the stem-clasping botanical use; do not place clasping under PATO:0001772 surrounding, whose definition requires extension on all sides simultaneously.	definition_and_boundary_verified	Pinned PATO has surrounding/encircling but no quality for partial enclosure by an attached plant part.	Clasping usually concerns a leaf base around a stem, but the quality is bearer-independent only if the enclosed axis remains an explicit relational argument.		
PATO-CAND:mealy_surface	mealy	8	PATO	accept_proposal	mealy	A surface texture quality inhering in a bearer by virtue of the bearer being covered with a coarse, flour-like powder.	EVID:PLANTNET_MO|EVID:PLANTNET_FH|EVID:FLORA_AUSTRALIA_TERMS	PATO:0000150		Add farinose and farinaceous as related or exact synonyms only after confirming whether their finer powder boundary overlaps mealy; represent the powder material separately when known.	definition_and_surface_sense_supported	Pinned PATO has texture and coating but no mealy/farinose botanical surface value.	PlantNET distinguishes coarse mealy powder from fine farina, so treating mealy and farinose as exact may erase a granularity distinction used by some floras.		
MAP-CAND:united_fused	united	7	PATO	map_existing	fused with		EVID:PLANTNET_TU	PATO:0000642		Map fused-together plant parts to the relational quality PATO:0000642 with both entities bound; do not treat united as a monadic structural value.	existing_definition_and_corpus_sense_checked	PlantNET defines united as fused together and PATO:0000642 already represents fused with another entity.	United can mean politically or collectively joined in ordinary prose, and the relation requires a second anatomical argument.		
MAP-CAND:alternate_arrangement	alternate	6	PATO	map_existing	alternate placement			PATO:0001932		Normalize bearer-bound alternate organ arrangements to PATO:0001932 and retain the repeated organ type and axis.	existing_definition_and_corpus_sense_checked	PATO:0001932 defines elements placed alternately one above another.	Alternate may also express a logical alternative or alternating developmental state; surface matching alone is insufficient.		
FLOPO-PATTERN:palmate_context	palmately	6	FLOPO	sense_split	palmate plant-structure phenotype		EVID:PLANTNET_P	PO:0020046		Use PO:0020046 only for a once-compound palmate leaf; otherwise bind PATO shape or venation topology for palmately lobed, divided, or veined structures.	distinct_botanical_senses_verified	PlantNET separates palmate leaf shape/division and venation uses; PO:0020046 has a narrower compound-leaf definition.	An adverb modifying venation or lobing cannot be normalized to the palmate-leaf anatomical class.		
SURFACE-CAND:papillae	papillae	6	PO	revise_and_sense_split	plant papilla structures	A small nipple-like projection produced by or forming part of a plant epidermal cell or surface.		PO:0009011		Do not revive obsolete PO:0002001. Map an explicitly cellular bearer to PO:0025166 or its leaf/stigma subclasses; send subcellular papillae to GO and leave multicellular corolla-surface projections unresolved.	current_obsolescence_and_corpus_gap_verified	PO:0002001 papillae is obsolete because its stigma-cell sense was redirected to GO, while PO retains papilla cell classes.	Saudi corolla papillae may be multicellular surface projections, so neither a papilla cell nor a GO subcellular component is safe without histological context; the provisional definition lacks sufficient evidence.		
FLOPO-PATTERN:rolled_plant_part	rolled	6	FLOPO	sense_split	rolled plant-part phenotype			PATO:0001910|PATO:0001962|PATO:0001963		Map inward-rolled margins to involute, backward/outward-rolled margins to revolute, and layered folds to folded only after direction and bearer are recovered.	existing_directional_qualities_and_corpus_senses_checked	PATO already distinguishes folded, involute, and revolute; isolated rolled does not select among them.	Rolled petals, leaf margins, and whole laminas differ in geometry, and a rolled organ is not necessarily curled spirally on both sides.		
FLOPO-PATTERN:sex_distribution	separate|unisexual	9	FLOPO	contextual_composition	plant reproductive-sex distribution phenotype	A phenotype describing the distribution of staminate and pistillate reproductive structures within or among flowers, individuals, or populations.	EVID:PLANTNET_TU			Bind the level of organization before using PO staminate/pistillate flower classes or modeling monoecious, dioecious, and unisexual conditions; do not equate separate with unfused.	definition_and_polysemy_verified	PlantNET defines unisexual at the reproductive-organ level, while corpus phrases such as sexes separate may concern flowers or different plants.	Separate also means physically distinct or unfused in morphology; the isolated token cannot determine reproductive semantics.		
MAP-CAND:lax_loose	lax	5	PATO	map_existing	loose		EVID:PLANTNET_IL	PATO:0001802		Add lax as an exact botanical synonym of PATO:0001802 for non-compact arrangements.	definition_and_corpus_sense_supported	PlantNET defines lax as loose or not compact, matching PATO:0001802.	Lax can describe posture or physiological tone outside botany; accept only the botanical arrangement sense.		
FLOPO-PATTERN:creeping_trailing_sprawling	creeping|trailing|sprawling|rooting|rooted	32	FLOPO	revise_and_sense_split	ground-oriented whole-plant growth phenotype	A whole-plant growth phenotype in which shoot axes extend along or close to the ground, with rooting at nodes represented separately when it occurs.	EVID:PLANTNET_P|EVID:PLANTNET_S|EVID:FLORA_AUSTRALIA_TERMS	FLOPO:0900032		Use PATO:0002389 procumbent only for horizontal growth without rooting; distinguish stoloniferous/rooting axes, unsupported trailing axes, and broadly spreading architecture rather than declaring them exact synonyms.	definitions_and_corpus_polysemy_verified	The glossaries distinguish procumbent from stolons that root at nodes; released FLOPO lacks evidence-backed definitions for several growth-form labels.	Creeping can imply rooting in some sources but merely low horizontal growth in others, and rooted alone can describe an individual specimen rather than a growth form.		
FLOPO-PATTERN:spatial_relation_fragments	enclosed|buried|embedded|hidden|included|protected|underground|visible|extended|pointing|horizontally|descending|close|wedged	41	FLOPO	modeling_pattern	contextual plant spatial-relation phenotype	A phenotype assertion that locates or orients a specified plant structure relative to another structure, medium, surface, or coordinate frame.				Recover both relata and direction before selecting a PATO relation; reject habitat uses such as protected desert or road descending, and distinguish occlusion, enclosure, insertion, burial, and below-ground location.	full_corpus_concordance_checked	The isolated words are incomplete relational predicates, with corpus uses spanning fruits enclosed by calyces, seeds embedded in flesh, organs hidden by petals, structures buried in wool or sand, and locality prose.	Enclosed does not entail fused or contained as a proper part, visible/hidden depend on an observer and occluder, and underground applies to the relevant organ rather than automatically to the whole plant.		
FLOPO-PATTERN:segmented_jointed_structures	segments|jointed|joints|division|splitting	15	FLOPO	modeling_pattern	contextual plant segmentation phenotype	A phenotype assertion in which a specified plant structure is divided into, composed of, or separates into discrete connected or disconnected portions.				Bind the bearer and resulting parts, and distinguish pre-existing articulations from developmental or dehiscence processes; do not coin one PO segment class spanning stems, fruits, leaves, and inflorescences.	full_corpus_concordance_checked	Saudi uses include succulent shoot segments, jointed stems, fruit segments, joints, and fruits splitting at maturity.	Segments in different organs are not necessarily homologous, and splitting is a process rather than evidence that every resulting portion is a stable anatomical class.		
SURFACE-CAND:plant_structure_surface	surface	9	PO	revise_and_sense_split	plant structure surface	A boundary region of a plant structure at which that structure is externally exposed or contacts another material entity.		PO:0009011		Evaluate whether PO should import or define a generic anatomical-surface boundary; meanwhile bind surface-of to the stated organ and reject water-surface uses.	corpus_senses_verified_definition_and_upper_ontology_review_required	PO has epidermis and organ-specific structures but no generic surface class in the pinned release.	A mathematical/anatomical boundary is not automatically a material plant structure, and the corpus also uses surface of water. The proposed category and parent therefore need upper-ontology review.		
SURFACE-CAND:plant_structure_tip	tip	9	PO	sense_split	plant structure tip		EVID:NYBG_APEX	PO-CAND:plant_structure_apex		Map a terminal point or very small terminal region only after the bearer is known; do not make tip an exact synonym of apex, which can denote an extended distal region.	definition_boundary_and_corpus_senses_checked	PO has several organ-specific tip and apex classes but no safe unrestricted target for the surface word.	Tips of leaves, fruits, spines, flower stems, and corolla lobes need different bearer-bound entities, and some occurrences participate in leaf-tip tendril constructions.		
SURFACE-CAND:degree_frequency_modifiers	fine|extreme|intermediate|rare|fresh	17	NONE	sense_split	contextual modifiers					Retain fine with its modified hair, line, or texture; treat extreme and rare as degree/frequency evidence; reject taxonomic intermediate form, locality extreme edge, and fresh-water uses outside an individual phenotype.	full_corpus_concordance_checked	These words either modify another phenotype component or belong to population, taxonomy, or habitat prose.	Fine can mean small diameter, narrow marking, or high granularity, while rare is population frequency rather than an organism quality.		
FLOPO-PATTERN:hair_like_resemblance	hair like	6	FLOPO	contextual_composition	hair-like botanical structure phenotype	A phenotype in which a specified plant structure resembles a hair in being slender and elongated without thereby being identified as a trichome.				Use PO:0000282 trichome only when developmental or anatomical context establishes a trichome; otherwise retain resemblance and bind the actual bract, scale, or other structure.	full_corpus_concordance_checked	Saudi uses include hair-like bracts and scales, not only true hairs.	Shape resemblance does not establish homology, epidermal origin, or the unicellular/multicellular criteria in PO's trichome definition.		
FLOPO-PATTERN:floral_hood	hood	6	FLOPO	contextual_composition	hooded floral-region phenotype	A phenotype in which a specified floral organ or group of floral organs forms a concave covering region resembling a hood.				Model the hood-like shape on the explicitly identified petal, sepal, lip, or fused floral region rather than minting one PO hood entity across non-homologous structures.	full_corpus_concordance_checked	The corpus places a hood in different flowers and sometimes uses quotation marks, indicating a descriptive region rather than a stable homology.	A hood can be formed by one petal or several fused organs; the word alone does not identify the bearer or developmental origin.		
MAP-CAND:shoot_axis_nodes	nodes	6	PO	map_existing	shoot axis node			PO:0005004|PO:0020141		Use PO:0020141 when the node is explicitly part of a stem and the broader PO:0005004 otherwise.	existing_definitions_and_corpus_senses_checked	PO already defines shoot axis node and stem node; Saudi uses concern rooting, hairs, flowers, or swelling at stem nodes.	Node is used in other graph and anatomical domains, so the botanical shoot-axis bearer remains necessary.		
FLOPO-PATTERN:prototype_shape_descriptions	spire shaped|flat topped|budlike|spike like|star|stars|pea like|pitcher shaped|umbrella shaped|squat	22	FLOPO	modeling_pattern	prototype-based botanical shape phenotype	A phenotype in which the shape of a specified plant structure is described by resemblance to a named prototype or by a relative compactness profile.				Retrieve an existing PATO shape only when its operational geometry matches; otherwise preserve the prototype phrase and bearer instead of adding one PATO class for every everyday-object comparison.	full_corpus_concordance_checked	The terms describe whole-plant habit, flowers, fruits, heads, calyces, or stems by analogy and currently lack uniformly sourced operational boundaries.	Prototype resemblance is not homology, and squat is a relative height-to-width judgment requiring a reference; no class in this row is proposed for automatic acceptance.		
NOISE:built_or_geological_substrate	wall|walls|bay|stone|stock	14	NONE	reject_as_noise						Reject retaining-wall, rock-wall, bay, stone, and livestock-stock habitat or narrative uses from individual phenotype extraction.	full_corpus_concordance_checked	The inspected occurrences are localities, substrates, water bodies, or grazing narrative.	Stone can describe a fruit endocarp and stock can describe plant material in other corpora, so this rejection is limited to the verified Saudi constructions.		
SURFACE-CAND:hanging_context	hanging	5	PATO	sense_split	hanging orientation			PATO:0104035|PATO:0002165		Use pendent for an organ hanging downward and drooping for a bent-downward form only when the plant bearer is explicit; reject locality phrases such as hanging valley.	full_corpus_concordance_checked	Most Saudi occurrences are habitat/locality prose; one describes hanging roots.	The surface form does not distinguish suspension, curvature, or a geographical overhang.		
SURFACE-CAND:compound_context	compound	4	PO	sense_split	compound plant structure			PO:0020043		Map compound leaf only when leaf is the bearer; retain compound inflorescence, fruit, and ordinary compositional uses separately.	full_corpus_concordance_checked	PO:0020043 defines compound leaf, and several Saudi uses explicitly modify leaves.	Compound is a structural operator, not an unrestricted synonym of compound leaf.		
SURFACE-CAND:crest_context	crest	4	FLOPO	sense_split	crest-like plant feature			PATO:0002358		Use a ridged or raised plant-feature phenotype only when a plant bearer is explicit; reject dune and rocky-spur crest localities.	full_corpus_concordance_checked	The Saudi occurrences are predominantly topographic.	A crest can be an anatomical outgrowth, an inflorescence shape, or the top of a landform; the isolated noun is not a safe ontology class.		
PO-CAND:floret	florets	4	PO	revise_proposal	floret	A flower that is one of multiple small flowers composing a compact inflorescence or spikelet.		PO:0009046	PO:0009049	Promote a generic floret subclass only after a botanical definition is pinned; retain PO's existing spikelet-floret descendants and do not classify a solitary small flower as a floret solely by size.	corpus_sense_verified_definition_source_required	PO has taxon- and spikelet-specific floret classes but no generic class matching Asteraceae ray-floret use.	The provisional definition combines size and inflorescence membership; different botanical traditions may use floret outside compact inflorescences, so this is not ready for acceptance.		
NOISE:habit_discourse	habit	4	NONE	reject_as_noise						Reject phrases saying that habit is variable or differs; extract the separately stated growth-form descriptors instead.	full_corpus_concordance_checked	The occurrences are metalinguistic references to overall growth form rather than values such as erect, lax, or bushy.	Habit is a legitimate phenotype category, but the category word alone does not assert a value.		
FLOPO-PATTERN:horn_and_hook_projections	horn|horns|horned|hooks	8	FLOPO	contextual_composition	horn- or hook-like projection phenotype	A phenotype in which a specified plant structure bears or terminates in a curved, pointed, or elongated projection described as a horn or hook.				Bind the projection and bearer; use PATO:0002215 falciform only for genuinely sickle-shaped curvature and do not infer a PO spine, prickle, or horn homology from the nickname.	full_corpus_concordance_checked	Saudi uses include fruit horns, cyathium horns, leaf-base horns, and adhesive fruit hooks.	PATO currently treats hooked as exactly falciform, but a small attachment hook need not have a full sickle shape, and horn-shaped projections are not homologous across organs.		
FLOPO-PATTERN:naked_plant_part	naked	4	FLOPO	contextual_composition	naked plant-part phenotype	A phenotype in which a specified plant structure lacks the leaves, hairs, bracts, covering, or other structures normally expected in the stated context.				Represent absence of the explicitly recoverable covering or appendage; do not map naked globally to leafless or glabrous.	full_corpus_concordance_checked	Corpus uses include naked stems and naked parasitic stems, with different omitted structures.	The word is elliptical and reference-dependent; a naked stem can be leafless while still hairy, and a naked flower can lack a perianth rather than leaves.		
MAP-CAND:nonaromatic_odorless	nonaromatic	4	PATO	map_existing	odorless			PATO:0001208		Normalize the flora smell sense to PATO:0001208 odorless; never use PATO:0002192 non-aromatic, which is a molecular ring-structure quality.	existing_definition_and_homonym_hazard_checked	The corpus contrasts aromatic and nonaromatic plants by smell, while PATO:0001208 represents lacking odor.	A specimen described as nonaromatic may still have a non-aromatic-category odor; curator review should decide whether the flora author means fully odorless or merely lacking a notable aroma.		
PATO-CAND:oily_surface	oily	4	PATO	revise_proposal	oily	A surface quality inhering in a bearer by virtue of the bearer having a perceptibly oil-like liquid or greasy coating.		PATO:0002012		Add only after evidence distinguishes an actual oil coating from glossy appearance, glandular secretion, and tactile greasiness.	full_corpus_concordance_checked_definition_source_required	Saudi uses describe oily glandular foliage or a plant oily to touch; PATO has generic liquid coating but no reviewed oily subtype.	The description does not establish chemical composition as oil, and the provisional definition lacks a pinned botanical or material-science boundary.		
FLOPO-PATTERN:spacing_density	spaced|packed	6	FLOPO	sense_split	contextual spacing phenotype			PATO:0000619|PATO:0000633|PATO:0001485		Map tightly packed structures to crowded or condensed and widely spaced structures to uncrowded only with the repeated entity and bearer bound.	full_corpus_concordance_and_existing_targets_checked	PATO distinguishes crowded, uncrowded, and condensed, while Saudi phrases supply degree modifiers such as widely and tightly.	Physical mass density is not asserted, and packed may describe enclosure rather than a regular spatial pattern.		
FLOPO-CAND:stinging_trichome	stinging	4	FLOPO	new_compositional_phenotype	stinging trichome phenotype	A trichome phenotype in which the trichome has the disposition to deliver an irritating portion of plant substance to an animal upon contact or breakage.	EVID:PLANTNET_S	FLOPO:0000355		Create a FLOPO-local stinging disposition under PATO:0001727 and compose it with PO:0000282 trichome; add stinging hair as an exact synonym of the phenotype. Do not classify the trichome under PO:0004509 glandular trichome or universally assert a lumen without additional evidence.	definition_bearer_and_disposition_supported	PO supplies the anatomical bearer and FLOPO:0000355 supplies its phenotype branch, but the corpus needs the bearer-plus-disposition phenotype rather than a new PO anatomical kind.	PlantNET describes a hollow hair seated on a secreting gland. This supports the delivery disposition and trichome bearer, but it does not show that every stinging trichome satisfies PO's glandular-trichome differentia.		
PATO-CAND:wiry	wiry	4	PATO	revise_proposal	wiry	A structural quality inhering in a slender bearer by virtue of the bearer being tough and capable of bending without readily breaking.		PATO:0001544		Seek a botanical glossary definition and compare with flexible, tough, slender, and filiform before acceptance.	full_corpus_concordance_checked_definition_source_required	All Saudi uses describe slender black fern stems; PATO has flexible but no evidence-backed wiry composite.	Wiry jointly conveys diameter, toughness, and flexibility, so it may be better modeled compositionally than as one atomic PATO quality.		
FLOPO-PATTERN:woolly_material_context	wool	4	FLOPO	sense_split	wool-like indumentum phenotype			PATO-CAND:lanate		Map quoted botanical wool to lanate only when it denotes a covering of long tangled trichomes; otherwise retain the actual hair cluster or fibrous material.	full_corpus_concordance_checked	The descriptions use wool metaphorically for masses of white hairs around flowers or fruits.	A noun naming accumulated hairs is not automatically the same as the bearer's lanate pilosity quality, and some woolly masses may be short, dense, or papery rather than lanate.		
SURFACE-CAND:floral_annulus	annulus	3	PO	revise_and_sense_split	floral annulus	A ring-shaped plant structure or region surrounding another floral structure.		PO:0009011		Do not map to PO growth ring; bind the corolla or corona bearer and determine whether the annulus is a ridge, hair ring, disc, or other tissue before proposing an anatomical subclass.	full_corpus_concordance_checked_definition_and_homology_required	Saudi uses include a raised ring encircling a corona and a hairy corolla annulus; PO has no generic floral-annulus class.	The two structures need not be homologous or even the same material category, so the provisional label is a surface grouping rather than an accept proposal.		
FLOPO-PATTERN:arrangement_predicate	arranged	3	FLOPO	modeling_pattern	contextual botanical arrangement phenotype	A phenotype assertion specifying the spatial organization of repeated plant structures relative to an axis, level, side, or one another.				Parse the complete construction before selecting alternate, whorled, opposite, spiral, paired, ranked, or clustered pattern values.	full_corpus_concordance_checked	The verb introduces an arrangement but does not itself state which arrangement applies.	Normalizing arranged as a quality would discard the actual pattern expressed later in the sentence.		
PATO-CAND:chaffy	chaffy	3	PATO	revise_proposal	chaffy	A texture and composition quality inhering in a plant structure by virtue of the bearer being thin, dry, and membranous like a chaff scale or bract.	EVID:PLANTNET_FH|EVID:PLANTNET_C	PATO:0000150		Compare with scarious and membranous terminology and decide whether resemblance to chaff should remain a FLOPO composition rather than one atomic PATO quality.	definition_components_supported_atomicity_requires_review	PlantNET defines chaff as membranous scales or bracts and glumaceous as chaffy or membranous; the Saudi bearer is a bract.	The sources do not state that every chaffy structure is simultaneously thin, dry, and membranous, so this composed differentia is not yet an accept proposal.		
SURFACE-CAND:cone_context	cone|cones|female cones|male cones	6	PO	sense_split	botanical cone structures			PO:0025083|PO:0005031|PO:0005032		Use strobilus only when reproductive sporophyll or ovule-bearing anatomy is established; map male cone to microsporangiate strobilus and female cone to megasporangiate strobilus only in the applicable botanical sense.	existing_classes_and_related_synonyms_checked	PO carries cone as a related term for strobilus and male/female cone as related synonyms on the two sexed strobilus classes.	Saudi cone-shaped bodies and quoted cones sometimes merely describe clustered bracts or fruits, so the related scope is justified and must not be promoted by string alone.		
MAP-CAND:curving_curved	curving	3	PATO	map_existing	curved			PATO:0000406		Normalize a smoothly bending plant organ to curved while preserving directional modifiers such as upward or backward.	existing_definition_and_corpus_sense_checked	PATO:0000406 defines a curve or smoothly rounded bend.	Curving can describe an ongoing change rather than a static form, and direction must remain in the phenotype assertion.		
MAP-CAND:deciduous_evergreen	deciduous|evergreen	4	PATO	sense_split	plant shedability qualities		EVID:PLANTNET_DE|EVID:RHS_FOLIAGE	PATO:0001730|PATO:0001731|PATO:0001733		Use plant deciduous PATO:0001731 for whole-plant foliage shedding, generic deciduous PATO:0001730 for a stated organ, and evergreen plant PATO:0001733 for foliage retention.	existing_definitions_and_bearer_senses_checked	Pinned PATO distinguishes generic and plant deciduous from evergreen plant; the glossaries support the botanical meanings.	A deciduous flower spike is not a deciduous plant, and evergreen does not mean that no organ is ever shed.		
SURFACE-CAND:fringe_context	fringe	3	PATO	sense_split	fringed margin			PATO:0001989		Use the existing fringed quality only for a bearer with a border of hair-like or finger-like projections; reject village-fringe and field-fringe locality uses.	full_corpus_concordance_and_existing_target_checked	PATO:0001989 is the candidate used by the existing fringed proposal, while the Saudi noun occurs in both anatomy and locality prose.	The noun can name the border itself rather than the bearer's quality, so entity-to-quality coercion requires a bearer.		
PATO-CAND:gnarled	gnarled	3	PATO	revise_proposal	gnarled	A shape quality inhering in a woody bearer by virtue of the bearer having an irregular, twisted form with conspicuous knots or contortions.		PATO:0000052		Find a dendrological definition that separates gnarled shape from rough bark, branching complexity, and age before acceptance.	full_corpus_concordance_checked_definition_source_required	All Saudi occurrences describe old-looking tree trunks or whole trees; pinned PATO has no gnarled value.	The provisional definition combines independent form and surface features and may be taxon- or age-dependent.		
SURFACE-CAND:unstandardized_botanical_colours	gold|golden|lemon|mahogany|salmon|chestnut|chocolate|olive|rose|straw	28	PATO	revise_and_split	source-qualified botanical colour values	A curation group for botanical colour descriptors whose individual members are recognized against a named physical chip, Munsell notation, or botanical exemplar specified by a cited standard.	EVID:SACCARDO_CHROMOTAXIA|EVID:RIDGWAY_1912|EVID:UPOV_RHS_COLOUR_NAMES	PATO:0000014		Split the group using curation/botanical_colour_prototypes.tsv. Source-qualified lemon-yellow, mahogany-red, salmon, chocolate-brown, and straw-yellow can receive operational proposals; chestnut, olive, and rose require sense/source splits; golden and silvery include lustre and remain FLOPO appearance compositions unless a pure colour standard is explicit.	physical_and_botanical_prototypes_found_source_scope_requires_review	Saccardo supplies botanical exemplars and plates; Ridgway supplies named chips with Hamly Munsell approximations; RHS/UPOV demonstrates the modern chip-based method. The Saudi flora does not declare that it used any of these standards.	A prototype defines the standard-qualified concept, not every unqualified occurrence. Olive and rose are often resemblance or taxonomic prose, natural-object exemplars vary, historical plates age, and Hamly advises using its conversion for legacy interpretation rather than new observations.		
